Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,Brand
factors of home management,86,86,20,72,0,https://payfactors.com/,0,0,0,0,307000000,"[0,0,0,0,100,0,0,0,0,0,0,0]",2019-12-28,"Sitelinks, Video",,Organic,Non-Branded
how to answer salary expectations,86,86,2400,78,0,https://payfactors.com/candidate-desired-compensation-too-high/,0,0,0,0,32900000,"[66,66,55,83,100,83,83,83,66,55,83,100]",2019-12-22,"Sitelinks, Reviews, Video",,Organic,Non-Branded
navy seal coffee company,86,0,40,80,0,https://payfactors.com/david-goggins-comp-coffee/,0,0,0,0.25,16100000,"[100,14,14,43,14,14,0,14,29,14,14,57]",2020-01-20,"Image pack, Sitelinks, Reviews, Video Carousel, People also ask",,Organic,Non-Branded
part time job today,86,86,40,86,0.33,https://payfactors.com/include-part-time-job-offer-letter-sample-template-included/,0,0,0,0.51,6730000000,"[14,14,14,14,14,14,14,100,14,14,43,14]",2019-12-23,,,Organic,Non-Branded
how to respond to a job offer with questions,86,86,70,77,0,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0.05,237000000,"[11,33,11,56,11,100,11,100,56,11,11,22]",2019-12-27,"Reviews, Featured snippet",,Organic,Non-Branded
part time hourly rate,86,86,50,86,0,https://payfactors.com/include-part-time-job-offer-letter-sample-template-included/,0,0,0,0,111000000,"[20,100,20,20,20,20,20,20,40,20,80,20]",2019-12-30,"Reviews, Featured snippet",,Organic,Non-Branded
employee service letter template,86,0,20,77,0,https://payfactors.com/include-part-time-job-offer-letter-sample-template-included/,0,0,0,0,77100000,"[0,0,0,0,11,33,11,0,11,11,100,0]",2020-01-07,"Image pack, Sitelinks, Reviews",,Organic,Non-Branded
accepting offer letter by email,86,86,20,78,0,https://payfactors.com/job-offer-letters-free-sample-templates/,0,0,0,0,141000000,"[0,0,100,14,14,14,14,29,29,0,0,71]",2019-12-22,"Image pack, Sitelinks, Featured snippet",,Organic,Non-Branded
effective email writing free samples,86,78,20,76,0,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0,258000000,"[20,0,0,0,0,0,0,0,0,100,0,0]",2020-01-05,"Image pack, Sitelinks, Reviews, Video",,Organic,Non-Branded
employee probation confirmation letter format,86,86,90,66,0,https://payfactors.com/will-job-offer-letters-write-free-template/,0,0,0,0,3930000,"[0,0,0,100,0,0,0,0,0,0,0,0]",2019-12-21,"Image pack, Sitelinks",,Organic,Non-Branded
part time retail hourly rate,86,86,70,89,0,https://payfactors.com/include-part-time-job-offer-letter-sample-template-included/,0,0,0,0,26000000,"[0,0,0,0,0,100,25,25,25,25,25,25]",2019-12-28,Featured snippet,,Organic,Non-Branded
job statement letter,86,96,50,83,0,https://payfactors.com/include-part-time-job-offer-letter-sample-template-included/,0,0,0,0,345000000,"[0,50,50,0,100,100,50,50,50,50,0,50]",2020-01-05,"Image pack, Sitelinks, Reviews",,Organic,Non-Branded
i have signed the offer letter,86,69,40,79,0,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0,189000000,"[33,33,33,33,33,67,33,33,33,67,100,67]",2020-01-14,"Image pack, Sitelinks",,Organic,Non-Branded
burlington ma employment,86,0,30,76,0,https://payfactors.com/careers/,0,0,0,0.07,26800000,"[100,33,11,11,11,11,11,11,22,11,11,11]",2020-01-11,,,Organic,Non-Branded
diagnostic careers definition,86,88,30,81,0,https://payfactors.com/careers/,0,0,0,0,119000000,"[0,0,0,0,0,0,0,0,0,0,0,100]",2020-01-16,Featured snippet,,Organic,Non-Branded
bill coleman,86,86,590,74,0,https://payfactors.com/about/,0,0,0,0.05,115000000,"[82,67,82,82,67,67,67,67,82,82,100,82]",2019-12-24,"Knowledge panel, Image pack, Sitelinks",,Organic,Non-Branded
5 hours part time job,86,0,20,88,0.68,https://payfactors.com/include-part-time-job-offer-letter-sample-template-included/,0,0,0,0.31,4540000000,"[11,11,100,11,11,11,22,11,11,11,22,11]",2020-01-02,,,Organic,Non-Branded
good answer for desired salary question,86,73,70,76,0,https://payfactors.com/candidate-desired-compensation-too-high/,0,0,0,0.02,16000000,"[100,50,50,50,100,50,50,50,50,50,50,100]",2020-01-04,"Image pack, Featured snippet",,Organic,Non-Branded
job level guide,87,80,110,75,0,https://payfactors.com/include-entry-level-job-offer-letter-sample-template-included/,0,0,0,0.01,796000000,"[82,100,65,65,82,65,82,65,29,41,41,53]",2020-01-10,"Image pack, Sitelinks, Reviews",,Organic,Non-Branded
randstad com login,87,87,110,63,0.3,https://payfactors.com/,0,0,0,0.04,6910000,"[100,67,43,81,52,33,24,33,33,33,33,52]",2019-12-22,Reviews,,Organic,Non-Branded
accepting a job offer via email,87,90,140,80,0,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0,75800000,"[82,82,53,82,82,82,100,100,82,82,82,65]",2020-01-07,"Image pack, Sitelinks, Featured snippet",,Organic,Non-Branded
is an offer letter a contract,87,0,210,72,1.73,https://payfactors.com/will-job-offer-letters-write-free-template/,0,0,0,0.05,197000000,"[53,53,53,66,66,81,66,66,81,100,81,81]",2020-01-07,"Sitelinks, Featured snippet",,Organic,Non-Branded
company appointment letter format,87,84,20,72,0,https://payfactors.com/include-entry-level-job-offer-letter-sample-template-included/,0,0,0,0,34400000,"[71,0,14,14,0,0,14,14,100,14,0,14]",2020-01-03,"Image pack, Sitelinks, Reviews, Featured snippet",,Organic,Non-Branded
you were all i ever wanted,87,0,40,87,0,https://payfactors.com/vacations-comp-coffee-ep-29/,0,0,0,0,1210000000,"[29,100,14,14,14,14,29,29,71,14,29,14]",2020-01-08,"Knowledge panel, Image pack, Sitelinks, Reviews, Video",,Organic,Non-Branded
per time job,87,87,40,84,0.26,https://payfactors.com/include-part-time-job-offer-letter-sample-template-included/,0,0,0,0.27,3820000000,"[14,29,100,14,14,43,14,14,14,14,14,14]",2019-12-21,"Sitelinks, Reviews",,Organic,Non-Branded
compensation data,88,90,140,70,8.63,https://payfactors.com/,0,0,0,0.58,378000000,"[64,100,64,79,100,79,100,100,100,100,100,100]",2020-01-09,"Sitelinks, Featured snippet",,Organic,Non-Branded
rate change letter template,88,92,30,70,0,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0,179000000,"[33,11,33,22,11,33,11,11,56,11,11,100]",2020-01-09,"Image pack, Sitelinks",,Organic,Non-Branded
david goggins jocko willink,88,0,170,78,0,https://payfactors.com/david-goggins-comp-coffee/,0,0,0,0,97,"[0,0,0,0,0,36,44,54,67,100,100,67]",2020-01-12,"Image pack, Sitelinks, Reviews, Video",,Organic,Non-Branded
email accepting job offer example,88,88,90,77,0,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0,60900000,"[100,20,20,60,100,40,20,40,20,20,20,20]",2019-12-22,"Image pack, Sitelinks, Featured snippet",,Organic,Non-Branded
thank you for your offer letter,88,88,70,76,0,https://payfactors.com/will-job-offer-letters-write-free-template/,0,0,0,0,586000000,"[100,14,14,71,14,14,29,29,14,14,43,71]",2019-12-21,"Image pack, Sitelinks",,Organic,Non-Branded
accepted another job offer letter,88,0,20,81,0,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0,247000000,"[14,14,14,14,57,14,14,14,14,100,57,14]",2020-01-04,"Image pack, Sitelinks, Featured snippet",,Organic,Non-Branded
email writing for accepting job offer,88,0,20,75,0,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0,52300000,"[0,100,33,100,33,33,33,33,0,33,0,0]",2020-01-09,"Image pack, Sitelinks, Featured snippet",,Organic,Non-Branded
thank you for bonus check sample,88,0,70,69,0,https://payfactors.com/job-offer-letters-free-sample-templates/,0,0,0,0.14,25200000,"[81,10,100,43,10,33,10,0,10,81,33,10]",2020-01-06,"Image pack, Sitelinks, Reviews",,Organic,Non-Branded
creative minds careers,88,66,90,70,0,https://payfactors.com/careers/,0,0,0,0.14,31700000,"[0,0,50,100,50,50,50,50,50,50,50,50]",2020-01-03,"Image pack, Reviews",,Organic,Non-Branded
offer a job,89,89,20,86,10.04,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0.16,4240000000,"[50,50,50,50,100,50,50,50,50,50,100,50]",2019-12-31,"Sitelinks, Featured snippet",,Organic,Non-Branded
employee end of contract letter sample,89,0,70,73,0,https://payfactors.com/will-job-offer-letters-write-free-template/,0,0,0,0.08,31300000,"[14,14,14,100,29,14,100,43,14,14,14,14]",2020-01-06,"Image pack, Sitelinks, Featured snippet",,Organic,Non-Branded
hr offer,89,0,70,83,0,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0,983000000,"[100,25,25,75,25,25,25,25,25,50,25,75]",2020-01-05,Image pack,,Organic,Non-Branded
weekly report email sample,89,0,30,70,0,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0,387000000,"[25,0,25,50,25,50,75,25,50,25,100,25]",2020-01-06,"Image pack, Sitelinks",,Organic,Non-Branded
how to reject a job offer because of salary sample,89,0,30,80,0,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0,68300000,"[14,29,14,14,14,14,0,14,14,100,0,0]",2020-01-06,"Image pack, Reviews, Featured snippet",,Organic,Non-Branded
how to respond a job offer by email,89,71,50,75,0,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0,327000000,"[14,14,0,14,14,14,14,14,100,14,14,0]",2020-01-10,"Image pack, Sitelinks, Reviews, Featured snippet",,Organic,Non-Branded
how to respond to a job offer over the phone,89,89,90,82,0,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0,250000000,"[7,5,2,5,2,2,15,2,2,12,100,2]",2019-12-24,Sitelinks,,Organic,Non-Branded
job opening sample,89,91,40,79,0,https://payfactors.com/include-part-time-job-offer-letter-sample-template-included/,0,0,0,0.1,307000000,"[50,25,25,25,100,25,25,25,50,25,50,50]",2020-01-02,"Image pack, Sitelinks",,Organic,Non-Branded
written write up template,89,89,70,80,0,https://payfactors.com/include-part-time-job-offer-letter-sample-template-included/,0,0,0,0.02,293000000,"[14,43,29,14,43,14,29,14,29,14,14,100]",2019-12-24,"Image pack, Sitelinks, Video",,Organic,Non-Branded
how to answer what is your desired salary,89,60,170,74,0,https://payfactors.com/candidate-desired-compensation-too-high/,0,0,0,0,17700000,"[100,67,43,100,81,81,100,100,81,81,81,100]",2020-01-26,"Image pack, Featured snippet, Video Carousel, People also ask",,Organic,Non-Branded
what does entry level position mean,89,92,30,81,0.83,https://payfactors.com/include-entry-level-job-offer-letter-sample-template-included/,0,0,0,0.05,217000000,"[52,5,5,5,5,5,67,100,14,5,5,10]",2020-01-12,"Sitelinks, Featured snippet",,Organic,Non-Branded
how to write a good email for a job,90,0,50,78,0,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0.04,789000000,"[11,11,56,44,22,100,33,11,11,11,33,11]",2020-01-08,"Image pack, Sitelinks, Featured snippet",,Organic,Non-Branded
what is compensation,90,90,2900,79,1.59,https://payfactors.com/base-salary-vs-total-cash-compensation/,0,0,0,0.01,525000000,"[100,100,81,100,81,81,100,81,81,81,81,100]",2019-12-31,"Instant answer, Knowledge panel",,Organic,Non-Branded
acceptance letter into an organization,90,0,20,73,0,https://payfactors.com/include-part-time-job-offer-letter-sample-template-included/,0,0,0,0,482000000,"[11,22,78,11,44,100,44,44,44,11,22,11]",2020-01-02,"Image pack, Sitelinks, Featured snippet",,Organic,Non-Branded
braintree technical support,90,90,20,76,0,https://payfactors.com/,0,0,0,0,12900000,"[14,71,14,14,14,100,14,14,14,14,43,14]",2019-12-22,"Instant answer, Knowledge panel, Sitelinks, Reviews",,Organic,Non-Branded
randstad corporate headquarters,90,90,30,77,0,https://payfactors.com/,0,0,0,0.01,89,"[20,20,20,20,20,20,20,20,100,20,60,20]",2019-12-22,"Knowledge panel, Image pack, Sitelinks, Reviews, Featured snippet",,Organic,Non-Branded
boston payroll 2019,90,90,20,84,0,https://payfactors.com/,0,0,0,0.16,18000000,"[0,0,0,0,0,0,25,25,50,25,100,25]",2019-12-22,Image pack,,Organic,Non-Branded
full time vs part time job hours,90,86,70,85,0,https://payfactors.com/include-part-time-job-offer-letter-sample-template-included/,0,0,0,0,3290000000,"[20,20,20,40,20,20,20,40,40,20,100,40]",2020-01-11,"Sitelinks, Featured snippet",,Organic,Non-Branded
passionate job description,90,63,30,77,0,https://payfactors.com/careers/,0,0,0,0.14,185000000,"[33,100,33,33,100,0,0,33,33,0,0,33]",2020-01-06,,,Organic,Non-Branded
how to answer desired salary on online application,90,72,390,77,0,https://payfactors.com/candidate-desired-compensation-too-high/,0,0,0,0,26500000,"[100,82,30,44,36,36,30,30,24,24,24,24]",2020-01-12,Featured snippet,,Organic,Non-Branded
what to do if your too high,90,74,90,80,0,https://payfactors.com/candidate-desired-compensation-too-high/,0,0,0,0,4580000000,"[25,25,25,25,25,25,25,25,100,25,25,25]",2020-01-08,"Image pack, Sitelinks",,Organic,Non-Branded
how to ask recruiter for salary range,90,0,30,80,0,https://payfactors.com/candidate-desired-compensation-too-high/,0,0,0,0,2880000,"[11,11,11,22,100,11,22,11,11,11,33,22]",2020-01-02,Reviews,,Organic,Non-Branded
position agreement sample,91,91,30,68,0,https://payfactors.com/include-part-time-job-offer-letter-sample-template-included/,0,0,0,0.24,212000000,"[0,20,20,0,100,40,100,20,20,60,20,100]",2019-12-27,"Image pack, Sitelinks",,Organic,Non-Branded
letter of dismissal to employee template,91,91,50,76,0,https://payfactors.com/will-job-offer-letters-write-free-template/,0,0,0,0.21,740000,"[0,0,0,0,0,25,0,0,0,0,0,100]",2019-12-25,"Image pack, Sitelinks, Reviews",,Organic,Non-Branded
sample benefits package,91,72,20,71,5.39,https://payfactors.com/job-offer-letters-free-sample-templates/,0,0,0,0.37,193000000,"[50,25,25,75,25,100,25,25,25,25,25,25]",2020-01-17,"Image pack, Featured snippet",,Organic,Non-Branded
how to respond to job offer email,91,89,260,76,0,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0,411000000,"[44,53,66,66,66,66,66,81,81,100,100,81]",2020-01-27,"Sitelinks, Reviews, Featured snippet",,Organic,Non-Branded
employee payment template,91,0,20,76,0,https://payfactors.com/include-part-time-job-offer-letter-sample-template-included/,0,0,0,0.1,42100000,"[25,25,25,25,100,25,75,50,50,25,50,25]",2020-01-05,"Image pack, Sitelinks, Reviews",,Organic,Non-Branded
exempt to non exempt letter,91,0,40,75,0,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0,137000000,"[33,33,67,100,33,33,33,33,33,33,33,33]",2020-01-06,,,Organic,Non-Branded
what to do when you are too high,91,58,30,81,0,https://payfactors.com/candidate-desired-compensation-too-high/,0,0,0,0,4760000000,"[0,20,20,60,20,100,20,20,20,100,20,20]",2020-01-02,"Sitelinks, Video",,Organic,Non-Branded
friday part time jobs,91,92,40,88,0.42,https://payfactors.com/include-part-time-job-offer-letter-sample-template-included/,0,0,0,0.14,4980000000,"[75,25,25,25,25,25,25,25,100,75,75,25]",2020-01-13,,,Organic,Non-Branded
email template to accept job offer,91,0,50,76,0,https://payfactors.com/will-job-offer-letters-write-free-template/,0,0,0,0,104000000,"[100,50,50,50,50,50,100,50,100,50,50,50]",2020-01-27,"Image pack, Sitelinks, People also ask, FAQ",,Organic,Non-Branded
letter for job appointment,91,0,40,78,0,https://payfactors.com/will-job-offer-letters-write-free-template/,0,0,0,0,158000000,"[0,0,0,0,14,100,0,0,0,0,0,0]",2020-01-05,"Image pack, Sitelinks, Featured snippet",,Organic,Non-Branded
perfect bar careers,91,0,140,81,0,https://payfactors.com/careers/,0,0,0,0,209000000,"[100,82,53,100,65,82,100,82,65,65,65,65]",2020-01-11,"Image pack, Reviews",,Organic,Non-Branded
pto free samples,91,91,30,67,0,https://payfactors.com/job-offer-letters-free-sample-templates/,0,0,0,0.27,6750000,"[40,20,20,20,20,40,20,20,20,100,20,20]",2019-12-22,"Image pack, Sitelinks, Reviews",,Organic,Non-Branded
how to write a business offer,92,80,40,77,1.03,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0.19,641000000,"[100,11,11,11,11,11,22,11,56,22,11,11]",2020-01-04,"Image pack, Sitelinks, Reviews, Video, Featured snippet",,Organic,Non-Branded
standard offer letter,92,92,40,76,1.53,https://payfactors.com/include-part-time-job-offer-letter-sample-template-included/,0,0,0,0.14,271000000,"[11,11,11,11,11,100,11,11,33,11,11,22]",2019-12-21,"Sitelinks, Featured snippet",,Organic,Non-Branded
job acceptance email sample,92,0,170,74,0,https://payfactors.com/include-part-time-job-offer-letter-sample-template-included/,0,0,0,0,389000000,"[34,34,28,22,28,44,44,53,66,81,81,100]",2020-01-10,"Image pack, Sitelinks, Featured snippet",,Organic,Non-Branded
salary survey egypt 2019,92,86,40,67,0,https://info.payfactors.com/salary-budget-survey-2019,0,0,0,0.33,35,"[0,0,0,0,0,0,0,60,0,100,0,20]",2020-01-16,Reviews,,Organic,Non-Branded
6 hours part time job,92,0,50,88,0,https://payfactors.com/include-part-time-job-offer-letter-sample-template-included/,0,0,0,0.14,3980000000,"[14,14,71,29,14,14,14,14,14,29,100,14]",2020-01-03,Image pack,,Organic,Non-Branded
jobs in quincy ma,92,92,720,85,0.38,https://payfactors.com/,0,0,0,0.25,65800000,"[82,67,67,82,67,100,82,100,100,82,82,82]",2019-12-22,"Sitelinks, Reviews",,Organic,Non-Branded
how to respond to an offer letter,92,76,480,76,0,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0,172000000,"[66,66,54,66,81,81,100,81,66,81,100,81]",2020-01-10,"Image pack, Sitelinks",,Organic,Non-Branded
so you wanna talk about race,92,92,260,79,1.52,https://payfactors.com/david-goggins-comp-coffee/,0,0,0,0.67,35100000,"[67,67,54,100,82,67,67,54,54,54,67,82]",2019-12-23,"Knowledge panel, Image pack, Reviews, Video",,Organic,Non-Branded
what to do when too high,93,57,210,80,0,https://payfactors.com/candidate-desired-compensation-too-high/,0,0,0,0,4960000000,"[65,81,100,100,65,65,81,81,81,81,81,81]",2020-01-13,"Image pack, Sitelinks, Featured snippet",,Organic,Non-Branded
how to answer desired salary question on application,93,71,90,76,0,https://payfactors.com/candidate-desired-compensation-too-high/,0,0,0,0.01,13900000,"[0,0,0,20,60,20,100,80,40,20,20,20]",2020-01-08,"Reviews, Featured snippet",,Organic,Non-Branded
